SKU,Barcode,ProductName,Category,SubCategory,Brand,UnitSize,BaseUnitPriceLKR,CostPriceLKR,TypicalShelfLifeDays,IsPerishable,PerishabilityTier,Supplier,SupplierSKU,CaseSize,MinOrderQty,MaxShelfCapacityUnits,BackroomCapacity,AverageWeeklySales,SeasonalityIndex,TurnoverDays
STR-MEA-9PDY86,4797196199712,Tuna - Chilled 500g,Meat & Seafood,Seafood,Local,500g,2059.95,1703.11,4,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-TUNA-500G-Z5,12,1,40,4,15.87,1.09,12.4
STR-MEA-BZKLUJ,4796537932216,Chicken Whole 500g,Meat & Seafood,Poultry & Meat,Local,500g,1129.9,898.24,2,True,HIGH,Southern Fish Suppliers,LOC-CHIC-500G-SR,24,1,60,0,364.78,1.04,1.0
STR-MEA-HFXCGC,4791626008025,Eggs 1kg,Meat & Seafood,Eggs,Local,1kg,160.0,130.16,7,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-EGGS-1KG-YP,20,1,44,23,35.94,1.22,6.0
STR-MEA-MGU38F,4794638664326,Mackerel - Chilled 500g,Meat & Seafood,Seafood,Local,500g,1190.0,978.77,2,True,HIGH,Southern Fish Suppliers,LOC-MACK-500G-PF,12,1,59,0,12.51,0.91,23.1
STR-MEA-9JUACC,4792086014601,Chicken Whole 30 pcs,Meat & Seafood,Poultry & Meat,Local,30 pcs,1079.9,851.05,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-30PC-FB,24,1,36,0,49.89,0.9,3.5
STR-MEA-NRW4P2,4799301000906,Chicken Breast 1kg,Meat & Seafood,Poultry & Meat,Local,1kg,999.95,803.5,7,True,HIGH,Southern Fish Suppliers,LOC-CHIC-1KG-E6,10,1,15,16,18.92,1.24,3.9
STR-MEA-XMDQDS,4793766136620,Chicken Leg 500g,Meat & Seafood,Poultry & Meat,Local,500g,1329.9,1042.91,2,True,HIGH,Southern Fish Suppliers,LOC-CHIC-500G-FJ,6,1,58,0,22.74,1.24,12.5
STR-MEA-AYQEFC,4795833096738,Chicken Leg 10 pcs,Meat & Seafood,Poultry & Meat,Local,10 pcs,1080.0,895.79,5,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-10PC-UJ,6,1,50,56,40.22,1.12,6.1
STR-MEA-G3958G,4798776288369,Chicken Whole 1kg,Meat & Seafood,Poultry & Meat,Local,1kg,1210.0,972.07,7,True,HIGH,Southern Fish Suppliers,LOC-CHIC-1KG-5Y,10,1,20,24,23.44,1.11,4.2
STR-MEA-AN63F3,4795228989072,Mackerel - Chilled 10 pcs VarQQ,Meat & Seafood,Seafood,Local,10 pcs,1249.9,1021.81,5,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-MACK-10PC-RW,24,1,49,14,49.52,1.04,4.8
STR-MEA-NZBWBE,4794171657892,Chicken Whole 30 pcs Var8D,Meat & Seafood,Poultry & Meat,Local,30 pcs,1090.0,901.1,6,True,HIGH,Southern Fish Suppliers,LOC-CHIC-30PC-EJ,24,1,37,2,34.54,1.06,5.2
STR-MEA-ZCAMST,4799287875703,Mackerel - Chilled 30 pcs VarDV,Meat & Seafood,Seafood,Local,30 pcs,1040.0,878.42,7,True,HIGH,Southern Fish Suppliers,LOC-MACK-30PC-BK,24,1,27,32,388.93,0.99,1.0
STR-MEA-B3YKML,4793369318065,Chicken Breast 10 pcs VarZT,Meat & Seafood,Poultry & Meat,Local,10 pcs,1330.0,1081.88,3,True,HIGH,Southern Fish Suppliers,LOC-CHIC-10PC-CA,12,1,55,0,3.35,1.16,80.4
STR-MEA-ZR8UBW,4797144695679,Chicken Whole 30 pcs VarRW,Meat & Seafood,Poultry & Meat,Local,30 pcs,1339.9,1063.0,5,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-30PC-D2,24,1,46,5,46.75,1.23,4.8
STR-MEA-4YNTNU,4798358626732,Chicken Breast 500g VarCA,Meat & Seafood,Poultry & Meat,Local,500g,1099.95,903.02,5,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-500G-3V,24,1,35,50,174.66,1.03,1.0
STR-MEA-4PSVR5,4799580504508,Chicken Breast 10 pcs VarPU,Meat & Seafood,Poultry & Meat,Local,10 pcs,1200.0,992.5,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-10PC-CM,24,1,32,4,96.83,0.87,1.6
STR-MEA-76Q9KW,4794503801627,Tuna - Chilled 10 pcs VarG5,Meat & Seafood,Seafood,Local,10 pcs,1370.0,1142.03,2,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-TUNA-10PC-YH,12,1,17,0,26.83,0.97,3.1
STR-MEA-EJ7SQQ,4797953111230,Chicken Leg 10 pcs Var9Z,Meat & Seafood,Poultry & Meat,Local,10 pcs,1339.9,1115.68,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-10PC-BT,6,1,40,0,55.41,0.91,3.5
STR-MEA-DZ9QNY,4795451460911,Chicken Whole 10 pcs VarHG,Meat & Seafood,Poultry & Meat,Local,10 pcs,1360.0,1119.9,7,True,HIGH,Southern Fish Suppliers,LOC-CHIC-10PC-WG,6,1,45,14,11.33,0.99,19.5
STR-MEA-8MG47N,4793746121578,Seer Fish - Chilled 1kg VarJX,Meat & Seafood,Seafood,Local,1kg,2189.9,1742.88,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-SEER-1KG-5L,25,1,31,5,41.69,1.06,3.6
STR-MEA-D5QF5R,4790399516706,Chicken Whole 10 pcs VarZR,Meat & Seafood,Poultry & Meat,Local,10 pcs,1230.0,1028.45,6,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-10PC-XC,24,1,36,0,14.01,1.22,12.6
STR-MEA-MPTQCV,4798514202596,Seer Fish - Chilled 10 pcs VarP2,Meat & Seafood,Seafood,Local,10 pcs,2780.0,2228.15,2,True,HIGH,Southern Fish Suppliers,LOC-SEER-10PC-3V,12,1,17,0,71.09,1.14,1.2
STR-MEA-MEHXUB,4794431834360,Chicken Breast 1kg VarJH,Meat & Seafood,Poultry & Meat,Local,1kg,1040.0,849.56,5,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-1KG-QF,10,1,58,53,22.8,1.04,12.5
STR-MEA-H7J2XE,4797328162911,Chicken Breast 500g VarN6,Meat & Seafood,Poultry & Meat,Local,500g,1329.95,1089.41,7,True,HIGH,Southern Fish Suppliers,LOC-CHIC-500G-9Q,24,1,24,0,45.6,1.08,2.6
STR-MEA-HBYJ69,4790745991539,Chicken Breast 1kg VarXV,Meat & Seafood,Poultry & Meat,Local,1kg,1089.95,888.99,5,True,HIGH,Southern Fish Suppliers,LOC-CHIC-1KG-ST,20,1,18,0,4.33,1.16,20.4
STR-MEA-CPVYDL,4799586760304,Seer Fish - Chilled 30 pcs VarNK,Meat & Seafood,Seafood,Local,30 pcs,2949.95,2399.43,6,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-SEER-30PC-AP,12,1,41,21,7.25,1.1,27.7
STR-MEA-GCERJ6,4792105133467,Chicken Breast 500g VarN4,Meat & Seafood,Poultry & Meat,Local,500g,1389.95,1137.07,6,True,HIGH,Southern Fish Suppliers,LOC-CHIC-500G-GV,6,1,24,28,15.83,0.92,7.4
STR-MEA-2H4Q4A,4793891736900,Mackerel - Chilled 10 pcs VarYZ,Meat & Seafood,Seafood,Local,10 pcs,1080.0,865.03,2,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-MACK-10PC-V9,12,1,45,4,113.31,0.88,1.9
STR-MEA-7H5RTZ,4790895123705,Tuna - Chilled 1kg Var5E,Meat & Seafood,Seafood,Local,1kg,1299.95,1059.12,2,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-TUNA-1KG-FH,10,1,54,0,22.35,1.22,11.8
STR-MEA-M759FR,4797718862636,Tuna - Chilled 30 pcs VarBL,Meat & Seafood,Seafood,Local,30 pcs,1669.9,1369.95,2,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-TUNA-30PC-3G,6,1,40,0,1.89,1.07,103.7
STR-MEA-8UCLJP,4794614466272,Mackerel - Chilled 10 pcs VarJU,Meat & Seafood,Seafood,Local,10 pcs,1230.0,1025.38,6,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-MACK-10PC-PP,6,1,33,42,28.19,1.02,5.7
STR-MEA-QH34P4,4794704656897,Chicken Breast 1kg VarN3,Meat & Seafood,Poultry & Meat,Local,1kg,1069.9,892.66,6,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-1KG-8B,15,1,39,1,22.79,0.86,8.4
STR-MEA-FYMKHL,4797065934109,Tuna - Chilled 1kg VarL6,Meat & Seafood,Seafood,Local,1kg,1690.0,1385.07,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-TUNA-1KG-D2,15,1,52,0,36.02,1.06,7.1
STR-MEA-63D8X6,4798984974993,Eggs 30 pcs Var23,Meat & Seafood,Eggs,Local,30 pcs,409.95,344.86,2,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-EGGS-30PC-DW,6,1,23,0,20.42,1.19,5.5
STR-MEA-GA5E9P,4795631631292,Mackerel - Chilled 10 pcs VarPM,Meat & Seafood,Seafood,Local,10 pcs,1690.0,1368.1,6,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-MACK-10PC-ZY,12,1,26,0,15.26,1.09,8.3
STR-MEA-D3LDHP,4790716753210,Chicken Breast 500g VarPA,Meat & Seafood,Poultry & Meat,Local,500g,1010.0,849.55,3,True,HIGH,Hambantota Meat Supply Co. VAV,LOC-CHIC-500G-QN,12,1,22,0,251.53,1.19,1.0
STR-BAK-R8LYUZ,4798583563994,Plain Bread Loaf,Bakery & Bread,Bread,Store Bakery,450g,180.0,147.67,1,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-PLAI-450G-HK,12,1,32,0,150.86,0.91,1.0
STR-BAK-EMWES9,4796212360181,Milk Bread Loaf,Bakery & Bread,Bread,Store Bakery,450g,219.95,184.24,2,True,HIGH,Colombo Bakery Supply Co. CR8,STO-MILK-450G-QS,12,1,31,8,40.0,0.95,3.8
STR-BAK-83XC5V,4795987240896,Butter Cake Slice,Bakery & Bread,Cakes,Store Bakery,1 pc,165.0,136.33,1,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-BUTT-1PC-G7,12,1,55,0,574.22,1.15,1.0
STR-BAK-8N56B8,4792173402427,Chocolate Cake Slice,Bakery & Bread,Cakes,Store Bakery,1 pc,170.0,137.35,1,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CHOC-1PC-LT,6,1,59,0,168.65,0.94,1.7
STR-BAK-WVAGGV,4794424842020,Fish Bun,Bakery & Bread,Short Eats,Store Bakery,1 pc,125.0,102.18,2,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-FISH-1PC-RZ,6,1,59,0,89.23,1.21,3.2
STR-BAK-4TAUGV,4797539891372,Vegetable Roll,Bakery & Bread,Short Eats,Store Bakery,1 pc,165.0,135.72,2,True,HIGH,Ambalangoda Bakery Supply,STO-VEGE-1PC-WV,24,1,23,0,10.6,1.1,10.6
STR-BAK-EBNW2W,4799429920230,Chicken Patty,Bakery & Bread,Short Eats,Store Bakery,1 pc,209.95,169.86,3,True,HIGH,Hikkaduwa Bakery Supply Co. KRJ,STO-CHIC-1PC-22,12,1,52,4,28.68,1.16,8.9
STR-BAK-FENBQV,4792424066286,Cutlet,Bakery & Bread,Short Eats,Store Bakery,1 pc,95.0,81.94,2,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CUTL-1PC-T4,6,1,27,0,49.09,0.94,2.7
STR-BAK-25SC5Z,4794243826928,Soft Bun,Bakery & Bread,Short Eats,Store Bakery,1 pc,95.0,76.37,3,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-SOFT-1PC-XX,6,1,43,35,52.3,1.08,4.0
STR-BAK-ZT8AR5,4799645359173,Sweet Bun,Bakery & Bread,Short Eats,Store Bakery,1 pc,220.0,176.91,3,True,HIGH,Colombo Bakery Supply Co. CR8,STO-SWEE-1PC-XC,12,1,44,11,262.5,0.87,1.0
STR-BAK-PTU325,4796798994701,Hard Bun,Bakery & Bread,Short Eats,Store Bakery,1 pc,155.0,128.63,2,True,HIGH,Colombo Bakery Supply Co. CR8,STO-HARD-1PC-G7,24,1,56,0,166.72,1.08,1.6
STR-BAK-S6GX38,4795665051882,Buns Pack,Bakery & Bread,Short Eats,Store Bakery,6 pcs,100.0,86.35,1,True,HIGH,Colombo Bakery Supply Co. CR8,STO-BUNS-6PCS-BG,12,1,46,0,71.13,1.12,3.2
STR-BAK-BTWBX4,4796937540240,Cutlet 6 pcs,Bakery & Bread,Short Eats,Store Bakery,6 pcs,175.0,144.92,2,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CUTL-6PCS-5E,12,1,59,9,40.21,1.03,7.2
STR-BAK-RW95M2,4794816384930,Chicken Patty 450g,Bakery & Bread,Short Eats,Store Bakery,450g,65.0,56.25,3,True,HIGH,Colombo Bakery Supply Co. CR8,STO-CHIC-450G-D2,6,1,35,58,109.31,0.88,1.6
STR-BAK-XFPAUZ,4792775867037,Vegetable Roll 450g,Bakery & Bread,Short Eats,Store Bakery,450g,195.5,162.25,2,True,HIGH,Colombo Bakery Supply Co. CR8,STO-VEGE-450G-W4,6,1,18,0,20.51,0.97,4.3
STR-BAK-2RQGEK,4793357617071,Chicken Patty 6 pcs,Bakery & Bread,Short Eats,Store Bakery,6 pcs,165.0,137.4,3,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CHIC-6PCS-H6,12,1,32,23,53.96,0.92,2.9
STR-BAK-C99S9Z,4799443485296,Milk Bread 1 pc,Bakery & Bread,Bread,Store Bakery,1 pc,155.0,129.77,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-MILK-1PC-N6,24,1,44,0,168.78,1.23,1.3
STR-BAK-BSKB84,4797514975349,Vegetable Roll 1 pc,Bakery & Bread,Short Eats,Store Bakery,1 pc,130.0,107.82,2,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-VEGE-1PC-EW,12,1,28,0,97.65,0.87,1.4
STR-BAK-Z3YKRU,4794538565358,Plain Bread 6 pcs,Bakery & Bread,Bread,Store Bakery,6 pcs,195.0,159.33,2,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-PLAI-6PCS-NJ,12,1,42,0,48.68,1.12,4.2
STR-BAK-FEDRVZ,4796119989966,Fish Bun 450g,Bakery & Bread,Short Eats,Store Bakery,450g,209.95,182.11,3,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-FISH-450G-FF,24,1,21,17,32.72,1.23,3.1
STR-BAK-865F49,4790479666826,Butter Cake 6 pcs,Bakery & Bread,Cakes,Store Bakery,6 pcs,160.0,135.46,2,True,HIGH,Ambalangoda Bakery Supply,STO-BUTT-6PCS-ZJ,12,1,40,0,82.31,1.06,2.4
STR-BAK-MM95UB,4795473986222,Butter Cake 450g,Bakery & Bread,Cakes,Store Bakery,450g,165.0,135.34,1,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-BUTT-450G-SD,12,1,19,0,151.83,0.86,1.0
STR-BAK-S7XLS7,4794420359447,Milk Bread 6 pcs,Bakery & Bread,Bread,Store Bakery,6 pcs,175.0,145.21,1,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-MILK-6PCS-BL,24,1,29,0,54.53,0.99,2.6
STR-BAK-98VGPF,4793518302587,Plain Bread 450g,Bakery & Bread,Bread,Store Bakery,450g,210.0,176.38,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-PLAI-450G-NT,12,1,35,15,42.69,1.1,4.0
STR-BAK-WXDVEL,4798655816751,Vegetable Roll 6 pcs,Bakery & Bread,Short Eats,Store Bakery,6 pcs,145.0,120.94,3,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-VEGE-6PCS-PP,6,1,52,63,85.09,0.89,3.0
STR-BAK-S2NSJM,4794219597302,Chicken Patty 1 pc,Bakery & Bread,Short Eats,Store Bakery,1 pc,180.0,144.46,1,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CHIC-1PC-ME,24,1,35,0,29.26,1.25,5.9
STR-BAK-YZNDEW,4793030440774,Chocolate Cake 6 pcs,Bakery & Bread,Cakes,Store Bakery,6 pcs,175.0,151.07,3,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-CHOC-6PCS-FG,6,1,54,12,193.12,1.07,1.4
STR-BAK-5RVWVH,4798299126995,Chocolate Cake 1 pc,Bakery & Bread,Cakes,Store Bakery,1 pc,160.0,130.7,3,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-CHOC-1PC-XK,6,1,41,38,118.57,1.14,1.7
STR-BAK-FBDJLS,4792168268229,Cutlet 1 pc,Bakery & Bread,Short Eats,Store Bakery,1 pc,120.0,96.14,2,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CUTL-1PC-9Y,24,1,40,0,61.14,1.08,3.2
STR-BAK-FAAYQJ,4795722870326,Chocolate Cake 450g,Bakery & Bread,Cakes,Store Bakery,450g,145.0,119.52,2,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CHOC-450G-BC,24,1,57,0,142.94,1.1,2.0
STR-BAK-YFUXMC,4795802860605,Milk Bread 450g,Bakery & Bread,Bread,Store Bakery,450g,165.5,133.05,1,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-MILK-450G-BM,6,1,31,0,85.28,1.2,1.8
STR-BAK-BSFX53,4794301655620,Fish Bun 1 pc,Bakery & Bread,Short Eats,Store Bakery,1 pc,210.0,168.46,1,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-FISH-1PC-96,24,1,39,0,23.71,1.1,8.1
STR-BAK-JBFGN2,4790479471994,Fish Bun 6 pcs,Bakery & Bread,Short Eats,Store Bakery,6 pcs,70.0,58.74,1,True,HIGH,Ambalangoda Bakery Supply,STO-FISH-6PCS-PB,6,1,36,0,36.3,1.25,4.9
STR-BAK-UVEHS7,4799053472839,Plain Bread 1 pc,Bakery & Bread,Bread,Store Bakery,1 pc,219.95,187.26,1,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-PLAI-1PC-F4,12,1,28,0,61.81,0.94,2.2
STR-BAK-34X2KL,4795822828012,Butter Cake 1 pc,Bakery & Bread,Cakes,Store Bakery,1 pc,170.0,137.49,3,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-BUTT-1PC-PK,6,1,38,23,106.83,0.99,1.7
STR-BAK-9B3TWQ,4797449597524,Cutlet 450g,Bakery & Bread,Short Eats,Store Bakery,450g,110.5,89.07,3,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CUTL-450G-QY,24,1,27,28,67.46,1.12,2.0
STR-BAK-7TFEU2,4792675119977,Plain Bread 6 pcs Var4U,Bakery & Bread,Bread,Store Bakery,6 pcs,195.5,166.04,3,True,HIGH,Colombo Bakery Supply Co. CR8,STO-PLAI-6PCS-SX,6,1,32,27,27.64,1.16,5.7
STR-BAK-5RADPY,4798201630152,Chocolate Cake 450g VarRS,Bakery & Bread,Cakes,Store Bakery,450g,180.0,150.75,3,True,HIGH,Hikkaduwa Bakery Supply Co. KRJ,STO-CHOC-450G-KM,12,1,24,16,40.8,1.15,2.9
STR-BAK-DS5DFC,4794033480156,Chocolate Cake 1 pc VarT6,Bakery & Bread,Cakes,Store Bakery,1 pc,209.95,176.7,3,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CHOC-1PC-6R,12,1,48,0,196.72,1.22,1.2
STR-BAK-3C59T3,4792720536490,Chicken Patty 1 pc VarE6,Bakery & Bread,Short Eats,Store Bakery,1 pc,100.0,85.14,1,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CHIC-1PC-GK,24,1,48,0,125.25,1.1,1.9
STR-BAK-WPRB97,4795582126267,Plain Bread 1 pc VarXG,Bakery & Bread,Bread,Store Bakery,1 pc,199.9,160.16,2,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-PLAI-1PC-PZ,12,1,45,22,23.27,0.85,9.5
STR-BAK-FGE78Z,4795129441495,Chocolate Cake 1 pc VarLY,Bakery & Bread,Cakes,Store Bakery,1 pc,229.95,191.94,2,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CHOC-1PC-XP,24,1,21,9,44.72,1.06,2.3
STR-BAK-5Y2WC8,4790554943439,Vegetable Roll 6 pcs Var4T,Bakery & Bread,Short Eats,Store Bakery,6 pcs,105.5,89.62,2,True,HIGH,Colombo Bakery Supply Co. CR8,STO-VEGE-6PCS-89,6,1,36,0,25.64,0.91,6.9
STR-BAK-RVHYPZ,4799771001151,Fish Bun 1 pc VarQT,Bakery & Bread,Short Eats,Store Bakery,1 pc,155.0,129.31,3,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-FISH-1PC-77,6,1,33,42,55.41,1.18,2.9
STR-BAK-X3SGQX,4794741685577,Chocolate Cake 6 pcs VarQC,Bakery & Bread,Cakes,Store Bakery,6 pcs,219.9,176.73,2,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CHOC-6PCS-WK,6,1,24,0,24.23,0.86,4.9
STR-BAK-V9ZG43,4790284136231,Chocolate Cake 1 pc VarS3,Bakery & Bread,Cakes,Store Bakery,1 pc,220.0,183.55,3,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CHOC-1PC-V6,6,1,34,41,73.22,1.09,2.3
STR-BAK-9RUHYW,4799508374565,Cutlet 1 pc Var6E,Bakery & Bread,Short Eats,Store Bakery,1 pc,160.0,130.83,2,True,HIGH,Ambalangoda Bakery Supply,STO-CUTL-1PC-H7,6,1,27,0,17.23,1.03,7.7
STR-BAK-27TC95,4799285516219,Chocolate Cake 1 pc VarEF,Bakery & Bread,Cakes,Store Bakery,1 pc,120.0,100.52,1,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-CHOC-1PC-R5,12,1,40,0,43.47,1.02,4.5
STR-BAK-7JJPTF,4793351390147,Chicken Patty 1 pc VarPH,Bakery & Bread,Short Eats,Store Bakery,1 pc,125.0,108.27,1,True,HIGH,Hambantota Bakery Supply Co. 9SD,STO-CHIC-1PC-D7,12,1,25,0,200.24,1.02,1.0
STR-BAK-46ETBN,4790073565822,Vegetable Roll 450g VarLP,Bakery & Bread,Short Eats,Store Bakery,450g,209.95,171.92,3,True,HIGH,Colombo Bakery Supply Co. CR8,STO-VEGE-450G-BM,12,1,26,8,16.58,1.14,7.7
STR-BAK-25GFJJ,4793214252612,Chocolate Cake 1 pc VarQP,Bakery & Bread,Cakes,Store Bakery,1 pc,250.0,214.75,3,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CHOC-1PC-9K,12,1,54,77,108.23,0.98,2.4
STR-BAK-PMZWTU,4791181851364,Cutlet 6 pcs Var4A,Bakery & Bread,Short Eats,Store Bakery,6 pcs,165.0,132.91,3,True,HIGH,Hikkaduwa Bakery Supply Co. KRJ,STO-CUTL-6PCS-NB,24,1,36,27,55.76,1.11,3.2
STR-BAK-GT9FS2,4792201483336,Butter Cake 1 pc VarRC,Bakery & Bread,Cakes,Store Bakery,1 pc,200.0,167.66,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-BUTT-1PC-TD,6,1,22,0,17.82,1.01,6.0
STR-BAK-CA485G,4798376295071,Chicken Patty 450g VarG3,Bakery & Bread,Short Eats,Store Bakery,450g,140.0,116.97,2,True,HIGH,Colombo Bakery Supply Co. CR8,STO-CHIC-450G-8E,24,1,41,14,88.47,0.96,2.3
STR-BAK-2QCQL2,4794564967416,Butter Cake 6 pcs VarBL,Bakery & Bread,Cakes,Store Bakery,6 pcs,195.0,160.4,1,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-BUTT-6PCS-3C,12,1,60,0,90.35,0.86,3.3
STR-BAK-9AQVJX,4791970181580,Butter Cake 450g VarV9,Bakery & Bread,Cakes,Store Bakery,450g,155.0,124.35,3,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-BUTT-450G-N3,24,1,24,0,83.82,0.96,1.4
STR-BAK-3JXL3A,4792216908879,Fish Bun 450g VarHG,Bakery & Bread,Short Eats,Store Bakery,450g,115.0,95.05,3,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-FISH-450G-TA,6,1,53,4,29.17,0.94,8.9
STR-BAK-6RWF8V,4795469351027,Chocolate Cake 450g VarCN,Bakery & Bread,Cakes,Store Bakery,450g,165.0,143.43,2,True,HIGH,Ratnapura Bakery Supply Co. P93,STO-CHOC-450G-VD,6,1,24,1,34.35,0.98,3.4
STR-BAK-7G99F9,4790305687094,Chicken Patty 450g VarB4,Bakery & Bread,Short Eats,Store Bakery,450g,160.0,128.7,2,True,HIGH,Kalutara Bakery Supply Co. BMX,STO-CHIC-450G-EJ,12,1,59,44,115.6,0.95,2.5
STR-BAK-2SH737,4797600643459,Chocolate Cake 1 pc Var88,Bakery & Bread,Cakes,Store Bakery,1 pc,230.0,196.43,2,True,HIGH,Hikkaduwa Bakery Supply Co. KRJ,STO-CHOC-1PC-QF,24,1,45,37,134.1,0.96,1.6
STR-BAK-SXHAVT,4798094731813,Milk Bread 6 pcs VarJS,Bakery & Bread,Bread,Store Bakery,6 pcs,200.0,161.13,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-MILK-6PCS-2B,12,1,33,43,130.04,1.19,1.2
STR-BAK-HGGD88,4796475456577,Plain Bread 6 pcs VarA3,Bakery & Bread,Bread,Store Bakery,6 pcs,175.0,142.24,2,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-PLAI-6PCS-7K,6,1,39,32,199.59,0.96,1.0
STR-BAK-2Y4A52,4799926138268,Cutlet 6 pcs VarKG,Bakery & Bread,Short Eats,Store Bakery,6 pcs,65.0,53.68,2,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-CUTL-6PCS-8C,24,1,43,0,106.07,1.0,2.0
STR-BAK-97M6EF,4790735128969,Chicken Patty 1 pc Var6T,Bakery & Bread,Short Eats,Store Bakery,1 pc,165.0,141.7,1,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CHIC-1PC-MC,12,1,49,0,93.0,0.93,2.6
STR-BAK-QST2B3,4790694306958,Chocolate Cake 6 pcs VarGQ,Bakery & Bread,Cakes,Store Bakery,6 pcs,219.9,188.87,3,True,HIGH,Hikkaduwa Bakery Supply Co. DWD,STO-CHOC-6PCS-NX,12,1,49,5,54.35,0.97,4.4
STR-BAK-SSXU8X,4793119804251,Butter Cake 6 pcs VarM3,Bakery & Bread,Cakes,Store Bakery,6 pcs,170.0,147.4,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-BUTT-6PCS-VK,24,1,15,0,9.85,1.25,7.5
STR-BAK-63BMCQ,4799221317016,Chocolate Cake 450g Var5R,Bakery & Bread,Cakes,Store Bakery,450g,170.5,141.41,2,True,HIGH,Ambalangoda Bakery Supply Co. MV3,STO-CHOC-450G-34,6,1,52,0,32.73,1.04,7.8
STR-BAK-ESLVZ4,4792917964419,Chocolate Cake 6 pcs Var6V,Bakery & Bread,Cakes,Store Bakery,6 pcs,195.5,167.05,3,True,HIGH,Colombo Bakery Supply Co. CR8,STO-CHOC-6PCS-AR,6,1,26,0,118.58,0.86,1.1
STR-BAK-FKBKLA,4791754541647,Chocolate Cake 6 pcs VarVF,Bakery & Bread,Cakes,Store Bakery,6 pcs,125.5,106.25,3,True,HIGH,Kurunegala Bakery Supply Co. UGN,STO-CHOC-6PCS-9J,24,1,59,11,144.5,1.02,2.0
